FILE,LABEL,VALUE
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_CashMember
label,label,loc_us-gaap_CashMember_D7DFC330ED5A35DA33E1056618B96A2C
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_CashMember_D7DFC330ED5A35DA33E1056618B96A2C
label,to,lab_us-gaap_CashMember_D7DFC330ED5A35DA33E1056618B96A2C
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_MoneyMarketFundsMember_22991C2740D96796447D056618B99EBD_terseLabel_en-US
label,label,lab_us-gaap_MoneyMarketFundsMember_22991C2740D96796447D056618B99EBD
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_MoneyMarketFundsMember_22991C2740D96796447D056618B99EBD_label_en-US
label,label,lab_us-gaap_MoneyMarketFundsMember_22991C2740D96796447D056618B99EBD
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_MoneyMarketFundsMember
label,label,loc_us-gaap_MoneyMarketFundsMember_22991C2740D96796447D056618B99EBD
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_MoneyMarketFundsMember_22991C2740D96796447D056618B99EBD
label,to,lab_us-gaap_MoneyMarketFundsMember_22991C2740D96796447D056618B99EBD
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_USGovernmentDebtSecuritiesMember_B158D5466D22AB3BCF6A056618B9BF9D_terseLabel_en-US
label,label,lab_us-gaap_USGovernmentDebtSecuritiesMember_B158D5466D22AB3BCF6A056618B9BF9D
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_USGovernmentDebtSecuritiesMember_B158D5466D22AB3BCF6A056618B9BF9D_label_en-US
label,label,lab_us-gaap_USGovernmentDebtSecuritiesMember_B158D5466D22AB3BCF6A056618B9BF9D
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_USGovernmentDebtSecuritiesMember
label,label,loc_us-gaap_USGovernmentDebtSecuritiesMember_B158D5466D22AB3BCF6A056618B9BF9D
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_USGovernmentDebtSecuritiesMember_B158D5466D22AB3BCF6A056618B9BF9D
label,to,lab_us-gaap_USGovernmentDebtSecuritiesMember_B158D5466D22AB3BCF6A056618B9BF9D
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_8FF72B38A70F4D9744D4056618B9258C_terseLabel_en-US
label,label,lab_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_8FF72B38A70F4D9744D4056618B9258C
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_8FF72B38A70F4D9744D4056618B9258C_label_en-US
label,label,lab_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_8FF72B38A70F4D9744D4056618B9258C
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_USGovernmentAgenciesDebtSecuritiesMember
label,label,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_8FF72B38A70F4D9744D4056618B9258C
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_8FF72B38A70F4D9744D4056618B9258C
label,to,lab_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_8FF72B38A70F4D9744D4056618B9258C
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_BankTimeDepositsMember_5096F4C28FC434C6FBAE056618B93A50_terseLabel_en-US
label,label,lab_us-gaap_BankTimeDepositsMember_5096F4C28FC434C6FBAE056618B93A50
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_BankTimeDepositsMember_5096F4C28FC434C6FBAE056618B93A50_label_en-US
label,label,lab_us-gaap_BankTimeDepositsMember_5096F4C28FC434C6FBAE056618B93A50
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_BankTimeDepositsMember
label,label,loc_us-gaap_BankTimeDepositsMember_5096F4C28FC434C6FBAE056618B93A50
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_BankTimeDepositsMember_5096F4C28FC434C6FBAE056618B93A50
label,to,lab_us-gaap_BankTimeDepositsMember_5096F4C28FC434C6FBAE056618B93A50
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_CorporateDebtSecuritiesMember_9F670175431B7B2F1EB2056618B910E2_terseLabel_en-US
label,label,lab_us-gaap_CorporateDebtSecuritiesMember_9F670175431B7B2F1EB2056618B910E2
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_CorporateDebtSecuritiesMember_9F670175431B7B2F1EB2056618B910E2_label_en-US
label,label,lab_us-gaap_CorporateDebtSecuritiesMember_9F670175431B7B2F1EB2056618B910E2
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_CorporateDebtSecuritiesMember
label,label,loc_us-gaap_CorporateDebtSecuritiesMember_9F670175431B7B2F1EB2056618B910E2
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_CorporateDebtSecuritiesMember_9F670175431B7B2F1EB2056618B910E2
label,to,lab_us-gaap_CorporateDebtSecuritiesMember_9F670175431B7B2F1EB2056618B910E2
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5_terseLabel_en-US
label,label,lab_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5_label_en-US
label,label,lab_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_FinancialInstrumentAxis
label,label,loc_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5
label,to,lab_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B_terseLabel_en-US
label,label,lab_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B_label_en-US
label,label,lab_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain
label,label,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
label,to,lab_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
label,type,arc
label,item_type,label_label
label,id,lab_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD_terseLabel_en-US
label,label,lab_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD_label_en-US
label,label,lab_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD_documentation_en-US
label,label,lab_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
label,role,http://www.xbrl.org/2003/role/documentation
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,fb-20200630.xsd#fb_CashCashEquivalentsAndMarketableSecuritiesLineItems
label,label,loc_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
label,to,lab_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_CashAndCashEquivalentsAtCarryingValue_8FD4D6F875B2DB3AB50B056618B9D4DB_terseLabel_en-US
label,label,lab_us-gaap_CashAndCashEquivalentsAtCarryingValue_8FD4D6F875B2DB3AB50B056618B9D4DB
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_CashAndCashEquivalentsAtCarryingValue
label,label,loc_us-gaap_CashAndCashEquivalentsAtCarryingValue_8FD4D6F875B2DB3AB50B056618B9D4DB
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_CashAndCashEquivalentsAtCarryingValue_8FD4D6F875B2DB3AB50B056618B9D4DB
label,to,lab_us-gaap_CashAndCashEquivalentsAtCarryingValue_8FD4D6F875B2DB3AB50B056618B9D4DB
label,type,arc
label,item_type,label_label
label,id,lab_fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue_9168945DE6568C2504F9056618B92A98_totalLabel_en-US
label,label,lab_fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue_9168945DE6568C2504F9056618B92A98
label,role,http://www.xbrl.org/2003/role/totalLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue_9168945DE6568C2504F9056618B92A98_label_en-US
label,label,lab_fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue_9168945DE6568C2504F9056618B92A98
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue_9168945DE6568C2504F9056618B92A98_documentation_en-US
label,label,lab_fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue_9168945DE6568C2504F9056618B92A98
label,role,http://www.xbrl.org/2003/role/documentation
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,fb-20200630.xsd#fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue
label,label,loc_fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue_9168945DE6568C2504F9056618B92A98
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue_9168945DE6568C2504F9056618B92A98
label,to,lab_fb_CashCashEquivalentsAndMarketableSecuritiesAtCarryingValue_9168945DE6568C2504F9056618B92A98
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_DebtDisclosureAbstract_E6B83B45CA4BF4D36E4A05661816E4DC_label_en-US
label,label,lab_us-gaap_DebtDisclosureAbstract_E6B83B45CA4BF4D36E4A05661816E4DC
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_DebtDisclosureAbstract
label,label,loc_us-gaap_DebtDisclosureAbstract_E6B83B45CA4BF4D36E4A05661816E4DC
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_DebtDisclosureAbstract_E6B83B45CA4BF4D36E4A05661816E4DC
label,to,lab_us-gaap_DebtDisclosureAbstract_E6B83B45CA4BF4D36E4A05661816E4DC
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_DebtInstrumentTable_5E26F80021B8C93D873F056618168E94_terseLabel_en-US
label,label,lab_us-gaap_DebtInstrumentTable_5E26F80021B8C93D873F056618168E94
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_DebtInstrumentTable_5E26F80021B8C93D873F056618168E94_label_en-US
label,label,lab_us-gaap_DebtInstrumentTable_5E26F80021B8C93D873F056618168E94
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_DebtInstrumentTable
label,label,loc_us-gaap_DebtInstrumentTable_5E26F80021B8C93D873F056618168E94
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_DebtInstrumentTable_5E26F80021B8C93D873F056618168E94
label,to,lab_us-gaap_DebtInstrumentTable_5E26F80021B8C93D873F056618168E94
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_LongtermDebtTypeAxis_0ABD8C7AC87D6B77A32305661816ACDE_terseLabel_en-US
label,label,lab_us-gaap_LongtermDebtTypeAxis_0ABD8C7AC87D6B77A32305661816ACDE
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_LongtermDebtTypeAxis_0ABD8C7AC87D6B77A32305661816ACDE_label_en-US
label,label,lab_us-gaap_LongtermDebtTypeAxis_0ABD8C7AC87D6B77A32305661816ACDE
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LongtermDebtTypeAxis
label,label,loc_us-gaap_LongtermDebtTypeAxis_0ABD8C7AC87D6B77A32305661816ACDE
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_LongtermDebtTypeAxis_0ABD8C7AC87D6B77A32305661816ACDE
label,to,lab_us-gaap_LongtermDebtTypeAxis_0ABD8C7AC87D6B77A32305661816ACDE
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_LongtermDebtTypeDomain_F0171E40BC9EAAFD19B705661816D8D9_terseLabel_en-US
label,label,lab_us-gaap_LongtermDebtTypeDomain_F0171E40BC9EAAFD19B705661816D8D9
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_LongtermDebtTypeDomain_F0171E40BC9EAAFD19B705661816D8D9_label_en-US
label,label,lab_us-gaap_LongtermDebtTypeDomain_F0171E40BC9EAAFD19B705661816D8D9
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LongtermDebtTypeDomain
label,label,loc_us-gaap_LongtermDebtTypeDomain_F0171E40BC9EAAFD19B705661816D8D9
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_LongtermDebtTypeDomain_F0171E40BC9EAAFD19B705661816D8D9
label,to,lab_us-gaap_LongtermDebtTypeDomain_F0171E40BC9EAAFD19B705661816D8D9
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_RevolvingCreditFacilityMember_482B017506DC6D86F010056618163289_terseLabel_en-US
label,label,lab_us-gaap_RevolvingCreditFacilityMember_482B017506DC6D86F010056618163289
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_RevolvingCreditFacilityMember_482B017506DC6D86F010056618163289_label_en-US
label,label,lab_us-gaap_RevolvingCreditFacilityMember_482B017506DC6D86F010056618163289
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_RevolvingCreditFacilityMember
label,label,loc_us-gaap_RevolvingCreditFacilityMember_482B017506DC6D86F010056618163289
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_RevolvingCreditFacilityMember_482B017506DC6D86F010056618163289
label,to,lab_us-gaap_RevolvingCreditFacilityMember_482B017506DC6D86F010056618163289
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_DebtInstrumentAxis_7AA2B9DF0C9BF73B92FF0566181694F4_terseLabel_en-US
label,label,lab_us-gaap_DebtInstrumentAxis_7AA2B9DF0C9BF73B92FF0566181694F4
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_DebtInstrumentAxis_7AA2B9DF0C9BF73B92FF0566181694F4_label_en-US
label,label,lab_us-gaap_DebtInstrumentAxis_7AA2B9DF0C9BF73B92FF0566181694F4
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_DebtInstrumentAxis
label,label,loc_us-gaap_DebtInstrumentAxis_7AA2B9DF0C9BF73B92FF0566181694F4
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_DebtInstrumentAxis_7AA2B9DF0C9BF73B92FF0566181694F4
label,to,lab_us-gaap_DebtInstrumentAxis_7AA2B9DF0C9BF73B92FF0566181694F4
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_DebtInstrumentNameDomain_1B94F493CE8DA5CC1E8D05661816D0C2_terseLabel_en-US
label,label,lab_us-gaap_DebtInstrumentNameDomain_1B94F493CE8DA5CC1E8D05661816D0C2
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_DebtInstrumentNameDomain_1B94F493CE8DA5CC1E8D05661816D0C2_label_en-US
label,label,lab_us-gaap_DebtInstrumentNameDomain_1B94F493CE8DA5CC1E8D05661816D0C2
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_DebtInstrumentNameDomain
label,label,loc_us-gaap_DebtInstrumentNameDomain_1B94F493CE8DA5CC1E8D05661816D0C2
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_DebtInstrumentNameDomain_1B94F493CE8DA5CC1E8D05661816D0C2
label,to,lab_us-gaap_DebtInstrumentNameDomain_1B94F493CE8DA5CC1E8D05661816D0C2
label,type,arc
label,item_type,label_label
label,id,lab_fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain_41D02CAE1A3071530136056618166B70_terseLabel_en-US
label,label,lab_fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain_41D02CAE1A3071530136056618166B70
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain_41D02CAE1A3071530136056618166B70_label_en-US
label,label,lab_fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain_41D02CAE1A3071530136056618166B70
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain_41D02CAE1A3071530136056618166B70_documentation_en-US
label,label,lab_fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain_41D02CAE1A3071530136056618166B70
label,role,http://www.xbrl.org/2003/role/documentation
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,fb-20200630.xsd#fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain
label,label,loc_fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain_41D02CAE1A3071530136056618166B70
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain_41D02CAE1A3071530136056618166B70
label,to,lab_fb_SeniorUnsecuredFiveYearRevolvingCreditFacilityTwentySixteenMemberDomainDomain_41D02CAE1A3071530136056618166B70
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_DebtInstrumentLineItems_260EDF3832B9C731B27A056618165A48_terseLabel_en-US
label,label,lab_us-gaap_DebtInstrumentLineItems_260EDF3832B9C731B27A056618165A48
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_DebtInstrumentLineItems_260EDF3832B9C731B27A056618165A48_label_en-US
label,label,lab_us-gaap_DebtInstrumentLineItems_260EDF3832B9C731B27A056618165A48
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_DebtInstrumentLineItems
label,label,loc_us-gaap_DebtInstrumentLineItems_260EDF3832B9C731B27A056618165A48
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_DebtInstrumentLineItems_260EDF3832B9C731B27A056618165A48
label,to,lab_us-gaap_DebtInstrumentLineItems_260EDF3832B9C731B27A056618165A48
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_LineOfCreditFacilityMaximumBorrowingCapacity_9397C523F9E145CD1108056618166B28_terseLabel_en-US
label,label,lab_us-gaap_LineOfCreditFacilityMaximumBorrowingCapacity_9397C523F9E145CD1108056618166B28
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_LineOfCreditFacilityMaximumBorrowingCapacity_9397C523F9E145CD1108056618166B28_label_en-US
label,label,lab_us-gaap_LineOfCreditFacilityMaximumBorrowingCapacity_9397C523F9E145CD1108056618166B28
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LineOfCreditFacilityMaximumBorrowingCapacity
label,label,loc_us-gaap_LineOfCreditFacilityMaximumBorrowingCapacity_9397C523F9E145CD1108056618166B28
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_LineOfCreditFacilityMaximumBorrowingCapacity_9397C523F9E145CD1108056618166B28
label,to,lab_us-gaap_LineOfCreditFacilityMaximumBorrowingCapacity_9397C523F9E145CD1108056618166B28
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_LineOfCredit_6D3A865EA26EC9420DCC05661816580A_terseLabel_en-US
label,label,lab_us-gaap_LineOfCredit_6D3A865EA26EC9420DCC05661816580A
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_LineOfCredit_6D3A865EA26EC9420DCC05661816580A_label_en-US
label,label,lab_us-gaap_LineOfCredit_6D3A865EA26EC9420DCC05661816580A
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LineOfCredit
label,label,loc_us-gaap_LineOfCredit_6D3A865EA26EC9420DCC05661816580A
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_LineOfCredit_6D3A865EA26EC9420DCC05661816580A
label,to,lab_us-gaap_LineOfCredit_6D3A865EA26EC9420DCC05661816580A
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1_E38A4E83907DD90DDEEA5478233EF4B6_terseLabel_en-US
label,label,lab_us-gaap_StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1_E38A4E83907DD90DDEEA5478233EF4B6
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1_E38A4E83907DD90DDEEA5478233EF4B6_label_en-US
